"url_key","Nombre","Categorias","Precio","Precio Promocional","Stock","Peso","Sku","Mostrar En Tienda","Descripcion","Nombre de propiedad 1","Valor de la propiedad 1","Nombre de propiedad 2","Valor de la propiedad 2","Nombre de propiedad 3","Valor de la propiedad 3"
"zapato-charol","Zapato charol","Zapatos","50000","","19","34.00","","Si","Clásico, muy elegante.","","","","","",""
